ENSDARG00000075089	ENSDARG00000026313
ENSDARG00000011283	ENSDARG00000019207
ENSDARG00000019335	ENSDARG00000069675
ENSDARG00000052658	ENSDARG00000011122
ENSDARG00000062415	ENSDARG00000003779
ENSDARG00000094243	ENSDARG00000062109
ENSDARG00000078356	ENSDARG00000004447
ENSDARG00000063319	ENSDARG00000079946
ENSDARG00000006923	ENSDARG00000037905
ENSDARG00000077539	ENSDARG00000095637
ENSDARG00000088119	ENSDARG00000067520
ENSDARG00000070285	ENSDARG00000090521
ENSDARG00000024890	ENSDARG00000067591
ENSDARG00000051824	ENSDARG00000058699
ENSDARG00000052000	ENSDARG00000070923
ENSDARG00000078640	ENSDARG00000079252
ENSDARG00000035214	ENSDARG00000027697
ENSDARG00000070254	ENSDARG00000088259
ENSDARG00000070280	ENSDARG00000074260
ENSDARG00000002682	ENSDARG00000019525
ENSDARG00000061690	ENSDARG00000094158
ENSDARG00000043148	ENSDARG00000026218
ENSDARG00000042827	ENSDARG00000053571
ENSDARG00000095126	ENSDARG00000091720
ENSDARG00000071010	ENSDARG00000061242
ENSDARG00000078831	ENSDARG00000076874
ENSDARG00000078772	ENSDARG00000077297
ENSDARG00000051734	ENSDARG00000088291
ENSDARG00000090279	ENSDARG00000041019
ENSDARG00000062137	ENSDARG00000061205
ENSDARG00000076632	ENSDARG00000052787
ENSDARG00000053248	ENSDARG00000011862
ENSDARG00000019125	ENSDARG00000039052
ENSDARG00000071105	ENSDARG00000091311
ENSDARG00000038709	ENSDARG00000086815
ENSDARG00000026882	ENSDARG00000007818
ENSDARG00000093027	ENSDARG00000095637
ENSDARG00000076461	ENSDARG00000078940
ENSDARG00000071430	ENSDARG00000079782
ENSDARG00000034203	ENSDARG00000087694
ENSDARG00000044475	ENSDARG00000032380
ENSDARG00000037924	ENSDARG00000073765
ENSDARG00000009499	ENSDARG00000068926
ENSDARG00000092743	ENSDARG00000075482
ENSDARG00000033182	ENSDARG00000022934
ENSDARG00000002787	ENSDARG00000069006
ENSDARG00000005942	ENSDARG00000027697
ENSDARG00000061937	ENSDARG00000044632
ENSDARG00000070285	ENSDARG00000089437
ENSDARG00000087773	ENSDARG00000095654
ENSDARG00000071430	ENSDARG00000079564
ENSDARG00000063040	ENSDARG00000063255
ENSDARG00000027495	ENSDARG00000006773
ENSDARG00000074752	ENSDARG00000061011
ENSDARG00000070318	ENSDARG00000006915
ENSDARG00000087064	ENSDARG00000012896
ENSDARG00000092434	ENSDARG00000075470
ENSDARG00000090243	ENSDARG00000087158
ENSDARG00000006693	ENSDARG00000012860
ENSDARG00000091173	ENSDARG00000074515
ENSDARG00000042213	ENSDARG00000004386
ENSDARG00000062976	ENSDARG00000062108
ENSDARG00000079977	ENSDARG00000070227
ENSDARG00000075379	ENSDARG00000094931
ENSDARG00000039650	ENSDARG00000043448
ENSDARG00000094589	ENSDARG00000090805
ENSDARG00000073850	ENSDARG00000093701
ENSDARG00000025904	ENSDARG00000070956
ENSDARG00000056125	ENSDARG00000088546
ENSDARG00000093027	ENSDARG00000010684
ENSDARG00000090279	ENSDARG00000094125
ENSDARG00000004455	ENSDARG00000024139
ENSDARG00000069626	ENSDARG00000087751
ENSDARG00000057029	ENSDARG00000058165
ENSDARG00000011870	ENSDARG00000056666
ENSDARG00000054890	ENSDARG00000044445
ENSDARG00000092743	ENSDARG00000087694
ENSDARG00000012194	ENSDARG00000036496
ENSDARG00000032640	ENSDARG00000036546
ENSDARG00000091854	ENSDARG00000094125
ENSDARG00000069620	ENSDARG00000007787
ENSDARG00000051775	ENSDARG00000087235
ENSDARG00000069843	ENSDARG00000053542
ENSDARG00000079547	ENSDARG00000057751
ENSDARG00000091412	ENSDARG00000087356
ENSDARG00000030411	ENSDARG00000087437
ENSDARG00000037033	ENSDARG00000011434
ENSDARG00000030700	ENSDARG00000054099
ENSDARG00000055433	ENSDARG00000015823
ENSDARG00000060012	ENSDARG00000086236
ENSDARG00000062608	ENSDARG00000077867
ENSDARG00000015184	ENSDARG00000062667
ENSDARG00000025672	ENSDARG00000063612
ENSDARG00000015252	ENSDARG00000015374
ENSDARG00000011034	ENSDARG00000033266
ENSDARG00000089562	ENSDARG00000037695
ENSDARG00000069043	ENSDARG00000071377
ENSDARG00000025302	ENSDARG00000056267
ENSDARG00000035990	ENSDARG00000028514
ENSDARG00000020164	ENSDARG00000003783
ENSDARG00000076103	ENSDARG00000095603
ENSDARG00000075670	ENSDARG00000077353
ENSDARG00000079274	ENSDARG00000052517
ENSDARG00000022631	ENSDARG00000013524
ENSDARG00000004632	ENSDARG00000038996
ENSDARG00000013752	ENSDARG00000029995
ENSDARG00000059158	ENSDARG00000034643
ENSDARG00000013789	ENSDARG00000023316
ENSDARG00000067692	ENSDARG00000061371
ENSDARG00000004160	ENSDARG00000017569
ENSDARG00000088723	ENSDARG00000010280
ENSDARG00000027161	ENSDARG00000078774
ENSDARG00000052520	ENSDARG00000036897
ENSDARG00000086969	ENSDARG00000075724
ENSDARG00000062487	ENSDARG00000070857
ENSDARG00000035257	ENSDARG00000052030
ENSDARG00000091267	ENSDARG00000057334
ENSDARG00000087854	ENSDARG00000089397
ENSDARG00000091253	ENSDARG00000009280
ENSDARG00000025162	ENSDARG00000004243
ENSDARG00000025074	ENSDARG00000038768
ENSDARG00000012355	ENSDARG00000045851
ENSDARG00000075627	ENSDARG00000076435
ENSDARG00000092366	ENSDARG00000040599
ENSDARG00000089833	ENSDARG00000079698
ENSDARG00000018461	ENSDARG00000079938
ENSDARG00000094862	ENSDARG00000027697
ENSDARG00000062610	ENSDARG00000071889
ENSDARG00000023886	ENSDARG00000026855
ENSDARG00000040881	ENSDARG00000005551
ENSDARG00000076096	ENSDARG00000020239
ENSDARG00000087176	ENSDARG00000086169
ENSDARG00000051770	ENSDARG00000086233
ENSDARG00000093715	ENSDARG00000079782
ENSDARG00000087167	ENSDARG00000071364
ENSDARG00000060072	ENSDARG00000063283
ENSDARG00000079653	ENSDARG00000006501
ENSDARG00000061656	ENSDARG00000058873
ENSDARG00000074816	ENSDARG00000020286
ENSDARG00000043226	ENSDARG00000061836
ENSDARG00000089071	ENSDARG00000090139
ENSDARG00000070498	ENSDARG00000003998
ENSDARG00000043953	ENSDARG00000079640
ENSDARG00000005942	ENSDARG00000073780
ENSDARG00000024827	ENSDARG00000009524
ENSDARG00000091854	ENSDARG00000092218
ENSDARG00000010207	ENSDARG00000036096
ENSDARG00000093715	ENSDARG00000079564
ENSDARG00000013694	ENSDARG00000045518
ENSDARG00000039299	ENSDARG00000002467
ENSDARG00000089823	ENSDARG00000090521
ENSDARG00000008098	ENSDARG00000056976
ENSDARG00000011208	ENSDARG00000015978
ENSDARG00000040610	ENSDARG00000071384
ENSDARG00000094356	ENSDARG00000077419
ENSDARG00000076107	ENSDARG00000074738
ENSDARG00000023287	ENSDARG00000031336
ENSDARG00000016545	ENSDARG00000040248
ENSDARG00000091683	ENSDARG00000037337
ENSDARG00000070280	ENSDARG00000091205
ENSDARG00000056006	ENSDARG00000033266
ENSDARG00000086269	ENSDARG00000060678
ENSDARG00000029290	ENSDARG00000044039
ENSDARG00000007461	ENSDARG00000045789
ENSDARG00000088192	ENSDARG00000073780
ENSDARG00000010145	ENSDARG00000054962
ENSDARG00000095381	ENSDARG00000087751
ENSDARG00000063417	ENSDARG00000062801
ENSDARG00000077948	ENSDARG00000077749
ENSDARG00000018989	ENSDARG00000004754
ENSDARG00000042021	ENSDARG00000006409
ENSDARG00000068096	ENSDARG00000077785
ENSDARG00000077582	ENSDARG00000061736
ENSDARG00000089885	ENSDARG00000017773
ENSDARG00000002037	ENSDARG00000023840
ENSDARG00000029121	ENSDARG00000061784
ENSDARG00000086453	ENSDARG00000069830
ENSDARG00000088684	ENSDARG00000018742
ENSDARG00000089823	ENSDARG00000089437
ENSDARG00000040310	ENSDARG00000008784
ENSDARG00000091790	ENSDARG00000073780
ENSDARG00000073800	ENSDARG00000091720
ENSDARG00000091064	ENSDARG00000091216
ENSDARG00000002898	ENSDARG00000060626
ENSDARG00000031438	ENSDARG00000045589
ENSDARG00000042551	ENSDARG00000031845
ENSDARG00000091203	ENSDARG00000088846
ENSDARG00000043142	ENSDARG00000091791
ENSDARG00000092502	ENSDARG00000068178
ENSDARG00000077157	ENSDARG00000079675
ENSDARG00000086207	ENSDARG00000070620
ENSDARG00000078613	ENSDARG00000070617
ENSDARG00000044422	ENSDARG00000041516
ENSDARG00000074403	ENSDARG00000022518
ENSDARG00000073769	ENSDARG00000021590
ENSDARG00000037789	ENSDARG00000002768
ENSDARG00000055255	ENSDARG00000089101
ENSDARG00000087002	ENSDARG00000092218
ENSDARG00000008748	ENSDARG00000045877
ENSDARG00000070542	ENSDARG00000017121
ENSDARG00000034321	ENSDARG00000001913
ENSDARG00000055092	ENSDARG00000059035
ENSDARG00000058535	ENSDARG00000059890
ENSDARG00000056156	ENSDARG00000074697
ENSDARG00000088842	ENSDARG00000038862
ENSDARG00000091064	ENSDARG00000075128
ENSDARG00000079191	ENSDARG00000041998
ENSDARG00000051879	ENSDARG00000076973
ENSDARG00000034453	ENSDARG00000044362
ENSDARG00000079770	ENSDARG00000010684
ENSDARG00000087002	ENSDARG00000003090
ENSDARG00000013935	ENSDARG00000090140
ENSDARG00000031506	ENSDARG00000038957
ENSDARG00000044803	ENSDARG00000044982
ENSDARG00000088813	ENSDARG00000090468
ENSDARG00000092743	ENSDARG00000089405
ENSDARG00000090023	ENSDARG00000070353
ENSDARG00000090630	ENSDARG00000071364
ENSDARG00000069928	ENSDARG00000003008
ENSDARG00000074366	ENSDARG00000090624
ENSDARG00000043953	ENSDARG00000077343
ENSDARG00000034753	ENSDARG00000053559
ENSDARG00000055279	ENSDARG00000040547
ENSDARG00000057262	ENSDARG00000073764
ENSDARG00000061845	ENSDARG00000063257
ENSDARG00000090513	ENSDARG00000092238
ENSDARG00000043142	ENSDARG00000004598
ENSDARG00000070265	ENSDARG00000093071
ENSDARG00000074635	ENSDARG00000079009
ENSDARG00000055518	ENSDARG00000013317
ENSDARG00000086304	ENSDARG00000091051
ENSDARG00000052315	ENSDARG00000063062
ENSDARG00000073814	ENSDARG00000008203
ENSDARG00000093093	ENSDARG00000043213
ENSDARG00000076210	ENSDARG00000078652
ENSDARG00000091203	ENSDARG00000041005
ENSDARG00000091203	ENSDARG00000041003
ENSDARG00000088475	ENSDARG00000074959
ENSDARG00000030887	ENSDARG00000036305
ENSDARG00000074394	ENSDARG00000076541
ENSDARG00000012144	ENSDARG00000078209
ENSDARG00000030106	ENSDARG00000043932
ENSDARG00000086912	ENSDARG00000008219
ENSDARG00000070775	ENSDARG00000068290
ENSDARG00000030465	ENSDARG00000071555
ENSDARG00000076461	ENSDARG00000075935
ENSDARG00000076777	ENSDARG00000037682
ENSDARG00000093195	ENSDARG00000075482
ENSDARG00000042210	ENSDARG00000019235
ENSDARG00000044556	ENSDARG00000019800
ENSDARG00000089453	ENSDARG00000044962
ENSDARG00000076025	ENSDARG00000014439
ENSDARG00000092342	ENSDARG00000086839
ENSDARG00000010317	ENSDARG00000074302
ENSDARG00000053859	ENSDARG00000089691
ENSDARG00000018478	ENSDARG00000052099
ENSDARG00000043953	ENSDARG00000075260
ENSDARG00000076075	ENSDARG00000094982
ENSDARG00000004896	ENSDARG00000091120
ENSDARG00000022978	ENSDARG00000007315
ENSDARG00000076461	ENSDARG00000076707
ENSDARG00000090279	ENSDARG00000041032
ENSDARG00000090279	ENSDARG00000041030
ENSDARG00000006137	ENSDARG00000038226
ENSDARG00000042613	ENSDARG00000045089
ENSDARG00000002791	ENSDARG00000019856
ENSDARG00000078011	ENSDARG00000058771
ENSDARG00000076373	ENSDARG00000038979
ENSDARG00000020493	ENSDARG00000058421
ENSDARG00000077256	ENSDARG00000077028
ENSDARG00000093321	ENSDARG00000078774
ENSDARG00000069701	ENSDARG00000089957
ENSDARG00000091560	ENSDARG00000056719
ENSDARG00000091406	ENSDARG00000089276
ENSDARG00000034817	ENSDARG00000037091
ENSDARG00000089326	ENSDARG00000093708
ENSDARG00000026709	ENSDARG00000040396
ENSDARG00000054771	ENSDARG00000007671
ENSDARG00000093195	ENSDARG00000087694
ENSDARG00000087167	ENSDARG00000089972
ENSDARG00000040008	ENSDARG00000020794
ENSDARG00000058685	ENSDARG00000078731
ENSDARG00000036028	ENSDARG00000052690
ENSDARG00000062347	ENSDARG00000074984
ENSDARG00000091808	ENSDARG00000091720
ENSDARG00000070473	ENSDARG00000078528
ENSDARG00000039951	ENSDARG00000027394
ENSDARG00000051732	ENSDARG00000087451
ENSDARG00000042902	ENSDARG00000011466
ENSDARG00000043237	ENSDARG00000094965
ENSDARG00000068549	ENSDARG00000033266
ENSDARG00000039936	ENSDARG00000013975
ENSDARG00000055994	ENSDARG00000056097
ENSDARG00000078016	ENSDARG00000076302
ENSDARG00000093027	ENSDARG00000077771
ENSDARG00000086604	ENSDARG00000087451
ENSDARG00000074504	ENSDARG00000061461
ENSDARG00000043133	ENSDARG00000009215
ENSDARG00000079797	ENSDARG00000088356
ENSDARG00000074089	ENSDARG00000089195
ENSDARG00000023185	ENSDARG00000068030
ENSDARG00000086304	ENSDARG00000091205
ENSDARG00000061131	ENSDARG00000061089
ENSDARG00000006812	ENSDARG00000062310
ENSDARG00000090113	ENSDARG00000002311
ENSDARG00000070467	ENSDARG00000089063
ENSDARG00000051726	ENSDARG00000094610
ENSDARG00000051778	ENSDARG00000088259
ENSDARG00000091728	ENSDARG00000088259
ENSDARG00000092090	ENSDARG00000041248
ENSDARG00000012723	ENSDARG00000001285
ENSDARG00000069307	ENSDARG00000043135
ENSDARG00000022334	ENSDARG00000023082
ENSDARG00000033953	ENSDARG00000044795
ENSDARG00000025566	ENSDARG00000027424
ENSDARG00000028099	ENSDARG00000009081
ENSDARG00000027699	ENSDARG00000016460
ENSDARG00000091854	ENSDARG00000003090
ENSDARG00000078856	ENSDARG00000079638
ENSDARG00000057940	ENSDARG00000057907
ENSDARG00000069260	ENSDARG00000078329
ENSDARG00000060649	ENSDARG00000007906
ENSDARG00000086306	ENSDARG00000038151
ENSDARG00000070297	ENSDARG00000089405
ENSDARG00000079559	ENSDARG00000076878
ENSDARG00000062610	ENSDARG00000095637
ENSDARG00000093027	ENSDARG00000077343
ENSDARG00000076461	ENSDARG00000075724
ENSDARG00000060637	ENSDARG00000060638
ENSDARG00000079903	ENSDARG00000079425
ENSDARG00000093866	ENSDARG00000030108
ENSDARG00000060265	ENSDARG00000052591
ENSDARG00000087002	ENSDARG00000075128
ENSDARG00000051836	ENSDARG00000011088
ENSDARG00000087651	ENSDARG00000007836
ENSDARG00000076826	ENSDARG00000024744
ENSDARG00000090182	ENSDARG00000086546
ENSDARG00000027978	ENSDARG00000042796
ENSDARG00000091054	ENSDARG00000086745
ENSDARG00000076461	ENSDARG00000079937
ENSDARG00000078951	ENSDARG00000071895
ENSDARG00000078951	ENSDARG00000071894
ENSDARG00000078951	ENSDARG00000071893
ENSDARG00000078951	ENSDARG00000071892
ENSDARG00000078951	ENSDARG00000071891
ENSDARG00000078951	ENSDARG00000071890
ENSDARG00000056995	ENSDARG00000046019
ENSDARG00000044976	ENSDARG00000023082
ENSDARG00000087707	ENSDARG00000041024
ENSDARG00000061883	ENSDARG00000056097
ENSDARG00000070883	ENSDARG00000068840
ENSDARG00000043951	ENSDARG00000078190
ENSDARG00000070883	ENSDARG00000068846
ENSDARG00000013063	ENSDARG00000054319
ENSDARG00000090182	ENSDARG00000075220
ENSDARG00000091854	ENSDARG00000092238
ENSDARG00000093215	ENSDARG00000087974
ENSDARG00000075855	ENSDARG00000056062
ENSDARG00000018881	ENSDARG00000034604
ENSDARG00000074306	ENSDARG00000007836
ENSDARG00000035949	ENSDARG00000026821
ENSDARG00000038429	ENSDARG00000031426
ENSDARG00000079376	ENSDARG00000007836
ENSDARG00000058666	ENSDARG00000030250
ENSDARG00000003398	ENSDARG00000052091
ENSDARG00000003041	ENSDARG00000029045
ENSDARG00000061903	ENSDARG00000022229
ENSDARG00000030139	ENSDARG00000055712
ENSDARG00000014356	ENSDARG00000090268
ENSDARG00000091172	ENSDARG00000088453
ENSDARG00000018285	ENSDARG00000062304
ENSDARG00000078542	ENSDARG00000093359
ENSDARG00000069790	ENSDARG00000005172
ENSDARG00000091064	ENSDARG00000088453
ENSDARG00000091535	ENSDARG00000087749
ENSDARG00000058716	ENSDARG00000021177
ENSDARG00000094735	ENSDARG00000056097
ENSDARG00000058492	ENSDARG00000053709
ENSDARG00000043976	ENSDARG00000076021
ENSDARG00000014085	ENSDARG00000030694
ENSDARG00000052642	ENSDARG00000088204
ENSDARG00000069548	ENSDARG00000070558
ENSDARG00000021564	ENSDARG00000003695
ENSDARG00000077881	ENSDARG00000076233
ENSDARG00000078763	ENSDARG00000078774
ENSDARG00000069118	ENSDARG00000015474
ENSDARG00000040898	ENSDARG00000040543
ENSDARG00000063006	ENSDARG00000070624
ENSDARG00000068704	ENSDARG00000003090
ENSDARG00000076960	ENSDARG00000074160
ENSDARG00000016717	ENSDARG00000042096
ENSDARG00000010075	ENSDARG00000087252
ENSDARG00000041976	ENSDARG00000043933
ENSDARG00000070775	ENSDARG00000068283
ENSDARG00000093078	ENSDARG00000069432
ENSDARG00000061177	ENSDARG00000015829
ENSDARG00000093195	ENSDARG00000089405
ENSDARG00000068704	ENSDARG00000075128
ENSDARG00000069598	ENSDARG00000004026
ENSDARG00000034093	ENSDARG00000079882
ENSDARG00000088588	ENSDARG00000079834
ENSDARG00000058162	ENSDARG00000044456
ENSDARG00000051736	ENSDARG00000091051
ENSDARG00000074089	ENSDARG00000078339
ENSDARG00000086573	ENSDARG00000089444
ENSDARG00000017882	ENSDARG00000008306
ENSDARG00000077878	ENSDARG00000062251
ENSDARG00000016233	ENSDARG00000017794
ENSDARG00000067524	ENSDARG00000016460
ENSDARG00000042293	ENSDARG00000043589
ENSDARG00000079305	ENSDARG00000045142
ENSDARG00000016412	ENSDARG00000090850
ENSDARG00000086304	ENSDARG00000075220
ENSDARG00000001712	ENSDARG00000006568
ENSDARG00000075285	ENSDARG00000062865
ENSDARG00000043951	ENSDARG00000076707
ENSDARG00000071076	ENSDARG00000019644
ENSDARG00000004875	ENSDARG00000069787
ENSDARG00000088182	ENSDARG00000086292
ENSDARG00000023168	ENSDARG00000056097
ENSDARG00000093531	ENSDARG00000038106
ENSDARG00000007467	ENSDARG00000071012
ENSDARG00000014556	ENSDARG00000095936
ENSDARG00000024564	ENSDARG00000075053
ENSDARG00000073721	ENSDARG00000014041
ENSDARG00000026682	ENSDARG00000055912
ENSDARG00000079770	ENSDARG00000089195
ENSDARG00000039430	ENSDARG00000038909
ENSDARG00000076811	ENSDARG00000079701
ENSDARG00000070229	ENSDARG00000074827
ENSDARG00000055994	ENSDARG00000022229
ENSDARG00000068417	ENSDARG00000042180
ENSDARG00000079074	ENSDARG00000091472
ENSDARG00000056021	ENSDARG00000068892
ENSDARG00000070080	ENSDARG00000010158
ENSDARG00000091172	ENSDARG00000041019
ENSDARG00000088029	ENSDARG00000033266
ENSDARG00000079167	ENSDARG00000074604
ENSDARG00000086530	ENSDARG00000070428
ENSDARG00000045355	ENSDARG00000045359
ENSDARG00000091203	ENSDARG00000041024
ENSDARG00000057025	ENSDARG00000006602
ENSDARG00000076777	ENSDARG00000075935
ENSDARG00000088124	ENSDARG00000054510
ENSDARG00000009582	ENSDARG00000016750
ENSDARG00000033706	ENSDARG00000058488
ENSDARG00000051770	ENSDARG00000075220
ENSDARG00000016771	ENSDARG00000013240
ENSDARG00000001154	ENSDARG00000074614
ENSDARG00000079366	ENSDARG00000076431
ENSDARG00000007396	ENSDARG00000076799
ENSDARG00000039310	ENSDARG00000020891
ENSDARG00000030604	ENSDARG00000069498
ENSDARG00000058969	ENSDARG00000074558
ENSDARG00000091172	ENSDARG00000088846
ENSDARG00000070265	ENSDARG00000075220
ENSDARG00000011876	ENSDARG00000062262
ENSDARG00000053075	ENSDARG00000038532
ENSDARG00000062483	ENSDARG00000075833
ENSDARG00000079908	ENSDARG00000077986
ENSDARG00000086969	ENSDARG00000079424
ENSDARG00000007425	ENSDARG00000039895
ENSDARG00000068660	ENSDARG00000091216
ENSDARG00000005254	ENSDARG00000037361
ENSDARG00000042982	ENSDARG00000013524
ENSDARG00000070297	ENSDARG00000094610
ENSDARG00000074197	ENSDARG00000062323
ENSDARG00000026845	ENSDARG00000015429
ENSDARG00000091064	ENSDARG00000088846
ENSDARG00000024365	ENSDARG00000006368
ENSDARG00000089771	ENSDARG00000015722
ENSDARG00000010454	ENSDARG00000078384
ENSDARG00000001710	ENSDARG00000037998
ENSDARG00000086969	ENSDARG00000079640
ENSDARG00000091760	ENSDARG00000091642
ENSDARG00000074937	ENSDARG00000087451
ENSDARG00000094744	ENSDARG00000091265
ENSDARG00000042329	ENSDARG00000079286
ENSDARG00000058546	ENSDARG00000035796
ENSDARG00000023189	ENSDARG00000053124
ENSDARG00000068520	ENSDARG00000056097
ENSDARG00000058567	ENSDARG00000042845
ENSDARG00000007053	ENSDARG00000087625
ENSDARG00000054451	ENSDARG00000076904
ENSDARG00000094057	ENSDARG00000013524
ENSDARG00000092412	ENSDARG00000087625
ENSDARG00000073720	ENSDARG00000057101
ENSDARG00000056840	ENSDARG00000059006
ENSDARG00000008095	ENSDARG00000027697
ENSDARG00000070297	ENSDARG00000091265
ENSDARG00000009473	ENSDARG00000044525
ENSDARG00000069595	ENSDARG00000024561
ENSDARG00000076440	ENSDARG00000032369
ENSDARG00000011034	ENSDARG00000027697
ENSDARG00000003290	ENSDARG00000059939
ENSDARG00000013177	ENSDARG00000067520
ENSDARG00000070265	ENSDARG00000086546
ENSDARG00000088831	ENSDARG00000042760
ENSDARG00000069622	ENSDARG00000056798
ENSDARG00000086969	ENSDARG00000071895
ENSDARG00000086969	ENSDARG00000071894
ENSDARG00000086969	ENSDARG00000071893
ENSDARG00000086969	ENSDARG00000071892
ENSDARG00000086969	ENSDARG00000071891
ENSDARG00000086969	ENSDARG00000071890
ENSDARG00000053803	ENSDARG00000039066
ENSDARG00000036840	ENSDARG00000094041
ENSDARG00000087421	ENSDARG00000074242
ENSDARG00000024325	ENSDARG00000063542
ENSDARG00000076461	ENSDARG00000077867
ENSDARG00000069804	ENSDARG00000037919
ENSDARG00000090182	ENSDARG00000088291
ENSDARG00000006615	ENSDARG00000022295
ENSDARG00000077606	ENSDARG00000063359
ENSDARG00000044975	ENSDARG00000036832
ENSDARG00000090977	ENSDARG00000043584
ENSDARG00000008140	ENSDARG00000040741
ENSDARG00000035994	ENSDARG00000019622
ENSDARG00000074526	ENSDARG00000007184
ENSDARG00000063310	ENSDARG00000089665
ENSDARG00000015946	ENSDARG00000090982
ENSDARG00000056206	ENSDARG00000071395
ENSDARG00000059781	ENSDARG00000071678
ENSDARG00000019345	ENSDARG00000077873
ENSDARG00000040133	ENSDARG00000078729
ENSDARG00000070254	ENSDARG00000088028
ENSDARG00000029989	ENSDARG00000053724
ENSDARG00000056009	ENSDARG00000022229
ENSDARG00000054003	ENSDARG00000034117
ENSDARG00000056680	ENSDARG00000089134
ENSDARG00000077403	ENSDARG00000003533
ENSDARG00000010145	ENSDARG00000091169
ENSDARG00000074808	ENSDARG00000079199
ENSDARG00000026070	ENSDARG00000019098
ENSDARG00000091587	ENSDARG00000028513
ENSDARG00000019304	ENSDARG00000058243
ENSDARG00000030700	ENSDARG00000087777
ENSDARG00000075379	ENSDARG00000076507
ENSDARG00000074226	ENSDARG00000018825
ENSDARG00000051732	ENSDARG00000093071
ENSDARG00000005841	ENSDARG00000035958
ENSDARG00000061342	ENSDARG00000079342
ENSDARG00000044526	ENSDARG00000008788
ENSDARG00000041179	ENSDARG00000008219
ENSDARG00000068876	ENSDARG00000004251
ENSDARG00000091868	ENSDARG00000095512
ENSDARG00000062608	ENSDARG00000074738
ENSDARG00000086155	ENSDARG00000071375
ENSDARG00000075629	ENSDARG00000056378
ENSDARG00000071863	ENSDARG00000053232
ENSDARG00000051770	ENSDARG00000088686
