GeneID	TranscriptID	Number_sense_sites	Number_antisense_sites
ENSDARG00000033614	ENSDART00000127123	40	33	
ENSDARG00000033616	ENSDART00000135794	13	10	
ENSDARG00000033616	ENSDART00000137713	14	11	
ENSDARG00000077139	ENSDART00000135769	1	0	
ENSDARG00000077139	ENSDART00000113176	5	6	
ENSDARG00000077139	ENSDART00000138402	7	13	
ENSDARG00000077139	ENSDART00000133706	3	2	
ENSDARG00000077139	ENSDART00000138754	116	85	
ENSDARG00000077134	ENSDART00000136154	2	0	
ENSDARG00000077134	ENSDART00000109040	157	145	
ENSDARG00000077136	ENSDART00000145626	0	1	
ENSDARG00000077136	ENSDART00000143722	18	7	
ENSDARG00000069442	ENSDART00000101083	1	0	
ENSDARG00000069442	ENSDART00000130772	1	0	
ENSDARG00000069440	ENSDART00000101070	112	132	
ENSDARG00000069440	ENSDART00000140370	10	10	
ENSDARG00000069446	ENSDART00000101089	4	1	
ENSDARG00000069446	ENSDART00000123564	1	1	
ENSDARG00000069446	ENSDART00000139403	4	11	
ENSDARG00000069445	ENSDART00000100006	2	3	
ENSDARG00000069445	ENSDART00000140931	3	3	
ENSDARG00000059919	ENSDART00000141717	1	1	
ENSDARG00000059919	ENSDART00000137668	12	21	
ENSDARG00000059910	ENSDART00000083839	3	0	
ENSDARG00000059910	ENSDART00000129195	21	13	
ENSDARG00000059911	ENSDART00000083833	34	41	
ENSDARG00000074441	ENSDART00000134324	0	1	
ENSDARG00000074442	ENSDART00000132534	1	1	
ENSDARG00000074442	ENSDART00000111260	41	36	
ENSDARG00000074447	ENSDART00000146103	10	4	
ENSDARG00000074802	ENSDART00000147092	2	4	
ENSDARG00000042518	ENSDART00000090335	0	1	
ENSDARG00000042518	ENSDART00000062343	134	76	
ENSDARG00000000935	ENSDART00000131300	0	1	
ENSDARG00000000935	ENSDART00000001053	1	0	
ENSDARG00000000935	ENSDART00000137254	2	1	
ENSDARG00000073735	ENSDART00000109246	34	26	
ENSDARG00000031616	ENSDART00000131301	2	1	
ENSDARG00000031616	ENSDART00000139419	3	2	
ENSDARG00000077792	ENSDART00000150922	10	6	
ENSDARG00000077792	ENSDART00000044808	27	26	
ENSDARG00000077792	ENSDART00000150931	1	1	
ENSDARG00000055698	ENSDART00000144215	1	4	
ENSDARG00000055698	ENSDART00000134973	25	16	
ENSDARG00000055698	ENSDART00000078079	43	75	
ENSDARG00000075792	ENSDART00000113971	22	16	
ENSDARG00000075792	ENSDART00000150432	13	17	
ENSDARG00000075792	ENSDART00000138846	2	3	
ENSDARG00000075793	ENSDART00000078022	2	0	
ENSDARG00000075793	ENSDART00000138289	66	64	
ENSDARG00000075793	ENSDART00000136869	7	0	
ENSDARG00000075791	ENSDART00000133098	6	2	
ENSDARG00000094716	ENSDART00000140687	4	1	
ENSDARG00000094716	ENSDART00000141423	1	1	
ENSDARG00000094716	ENSDART00000137387	17	7	
ENSDARG00000041157	ENSDART00000123271	96	61	
ENSDARG00000041155	ENSDART00000139441	10	6	
ENSDARG00000094719	ENSDART00000136872	18	3	
ENSDARG00000094719	ENSDART00000144749	2	0	
ENSDARG00000041150	ENSDART00000099872	124	126	
ENSDARG00000041150	ENSDART00000147554	2	0	
ENSDARG00000077868	ENSDART00000112022	119	102	
ENSDARG00000077864	ENSDART00000138069	7	12	
ENSDARG00000077864	ENSDART00000129122	31	29	
ENSDARG00000077864	ENSDART00000114212	2	2	
ENSDARG00000077862	ENSDART00000146471	45	41	
ENSDARG00000077862	ENSDART00000111067	2	0	
ENSDARG00000077863	ENSDART00000115370	14	11	
ENSDARG00000077863	ENSDART00000125330	6	6	
ENSDARG00000077860	ENSDART00000147947	12	4	
ENSDARG00000051853	ENSDART00000098468	1	1	
ENSDARG00000075421	ENSDART00000075170	6	2	
ENSDARG00000075421	ENSDART00000136038	4	2	
ENSDARG00000051851	ENSDART00000073555	19	14	
ENSDARG00000051857	ENSDART00000073564	14	5	
ENSDARG00000051857	ENSDART00000073563	2	0	
ENSDARG00000051854	ENSDART00000098476	36	52	
ENSDARG00000043746	ENSDART00000088179	170	145	
ENSDARG00000043746	ENSDART00000064241	25	25	
ENSDARG00000043746	ENSDART00000109034	64	60	
ENSDARG00000043740	ENSDART00000136078	12	11	
ENSDARG00000043740	ENSDART00000064233	14	19	
ENSDARG00000092920	ENSDART00000135411	6	3	
ENSDARG00000092921	ENSDART00000027720	50	39	
ENSDARG00000089067	ENSDART00000146496	1	0	
ENSDARG00000089067	ENSDART00000136345	0	1	
ENSDARG00000002267	ENSDART00000015139	45	52	
ENSDARG00000002267	ENSDART00000139307	30	20	
ENSDARG00000002267	ENSDART00000148355	5	3	
ENSDARG00000089063	ENSDART00000135690	6	3	
ENSDARG00000089063	ENSDART00000140208	4	1	
ENSDARG00000035150	ENSDART00000141323	1	0	
ENSDARG00000091293	ENSDART00000149890	2	1	
ENSDARG00000091293	ENSDART00000149158	64	96	
ENSDARG00000095046	ENSDART00000145566	0	1	
ENSDARG00000095046	ENSDART00000145868	30	49	
ENSDARG00000095040	ENSDART00000139860	10	3	
ENSDARG00000095040	ENSDART00000145231	16	16	
ENSDARG00000095040	ENSDART00000141721	13	11	
ENSDARG00000078779	ENSDART00000113725	218	191	
ENSDARG00000078779	ENSDART00000132661	0	2	
ENSDARG00000095043	ENSDART00000132517	2	0	
ENSDARG00000095043	ENSDART00000147859	6	5	
ENSDARG00000078770	ENSDART00000132161	14	14	
ENSDARG00000034930	ENSDART00000042123	19	10	
ENSDARG00000034933	ENSDART00000143824	1	0	
ENSDARG00000034933	ENSDART00000104877	44	64	
ENSDARG00000044914	ENSDART00000131079	1	0	
ENSDARG00000044914	ENSDART00000087520	6	4	
ENSDARG00000045359	ENSDART00000121543	14	9	
ENSDARG00000045359	ENSDART00000141665	0	1	
ENSDARG00000045359	ENSDART00000142575	2	3	
ENSDARG00000045355	ENSDART00000066700	5	1	
ENSDARG00000045355	ENSDART00000145214	0	1	
ENSDARG00000016484	ENSDART00000017176	60	33	
ENSDARG00000016484	ENSDART00000126190	1	1	
ENSDARG00000011141	ENSDART00000145236	3	0	
ENSDARG00000011141	ENSDART00000010274	2	0	
ENSDARG00000014391	ENSDART00000143582	267	245	
ENSDARG00000011146	ENSDART00000005191	0	1	
ENSDARG00000059498	ENSDART00000082773	7	13	
ENSDARG00000059498	ENSDART00000139524	26	18	
ENSDARG00000059498	ENSDART00000142200	3	3	
ENSDARG00000019371	ENSDART00000130446	47	78	
ENSDARG00000019371	ENSDART00000025621	133	124	
ENSDARG00000016730	ENSDART00000143189	1	4	
ENSDARG00000016730	ENSDART00000014057	6	2	
ENSDARG00000016736	ENSDART00000148476	46	57	
ENSDARG00000079428	ENSDART00000108582	30	38	
ENSDARG00000092212	ENSDART00000141843	14	4	
ENSDARG00000092212	ENSDART00000147811	4	0	
ENSDARG00000092212	ENSDART00000135170	3	3	
ENSDARG00000079425	ENSDART00000150141	2	4	
ENSDARG00000079427	ENSDART00000106442	55	44	
ENSDARG00000079423	ENSDART00000033429	82	56	
ENSDARG00000014646	ENSDART00000121781	3	2	
ENSDARG00000014646	ENSDART00000124160	11	10	
ENSDARG00000014646	ENSDART00000027258	1	0	
ENSDARG00000020960	ENSDART00000131913	1	0	
ENSDARG00000020960	ENSDART00000056622	41	47	
ENSDARG00000020960	ENSDART00000142009	0	1	
ENSDARG00000006350	ENSDART00000085846	52	59	
ENSDARG00000044001	ENSDART00000064597	0	1	
ENSDARG00000044001	ENSDART00000103272	1	2	
ENSDARG00000044009	ENSDART00000056627	22	37	
ENSDARG00000058180	ENSDART00000080987	160	153	
ENSDARG00000058180	ENSDART00000148240	15	8	
ENSDARG00000041631	ENSDART00000135590	12	17	
ENSDARG00000012496	ENSDART00000023251	21	12	
ENSDARG00000012493	ENSDART00000126849	129	166	
ENSDARG00000041982	ENSDART00000138748	1	0	
ENSDARG00000012723	ENSDART00000122073	139	134	
ENSDARG00000012723	ENSDART00000009234	3	1	
ENSDARG00000012723	ENSDART00000142071	1	0	
ENSDARG00000012729	ENSDART00000052552	2	0	
ENSDARG00000012729	ENSDART00000137814	1	0	
ENSDARG00000054957	ENSDART00000121652	62	95	
ENSDARG00000054957	ENSDART00000150837	15	18	
ENSDARG00000054957	ENSDART00000077238	20	23	
ENSDARG00000059636	ENSDART00000083074	35	28	
ENSDARG00000059636	ENSDART00000146991	6	3	
ENSDARG00000059634	ENSDART00000143378	0	1	
ENSDARG00000059634	ENSDART00000145800	2	2	
ENSDARG00000059634	ENSDART00000147507	0	1	
ENSDARG00000059630	ENSDART00000083068	129	122	
ENSDARG00000059630	ENSDART00000131372	18	25	
ENSDARG00000040582	ENSDART00000059400	74	58	
ENSDARG00000040582	ENSDART00000141774	11	15	
ENSDARG00000056050	ENSDART00000153086	157	113	
ENSDARG00000056050	ENSDART00000078476	2	0	
ENSDARG00000056059	ENSDART00000142253	2	2	
ENSDARG00000056059	ENSDART00000078484	67	51	
ENSDARG00000054748	ENSDART00000141788	1	3	
ENSDARG00000054748	ENSDART00000100108	181	184	
ENSDARG00000054749	ENSDART00000148748	1	0	
ENSDARG00000054749	ENSDART00000076997	31	44	
ENSDARG00000029172	ENSDART00000123326	6	2	
ENSDARG00000029172	ENSDART00000114501	0	1	
ENSDARG00000013453	ENSDART00000019202	5	5	
ENSDARG00000029170	ENSDART00000028566	9	11	
ENSDARG00000029170	ENSDART00000133803	8	5	
ENSDARG00000029170	ENSDART00000146104	18	14	
ENSDARG00000029177	ENSDART00000046211	16	6	
ENSDARG00000061142	ENSDART00000147135	35	44	
ENSDARG00000061142	ENSDART00000100398	12	5	
ENSDARG00000061140	ENSDART00000086863	82	64	
ENSDARG00000061140	ENSDART00000130070	7	1	
ENSDARG00000055839	ENSDART00000086935	46	64	
ENSDARG00000055839	ENSDART00000143800	0	1	
ENSDARG00000055838	ENSDART00000134159	9	23	
ENSDARG00000055838	ENSDART00000127771	3	1	
ENSDARG00000055838	ENSDART00000078230	36	44	
ENSDARG00000068140	ENSDART00000136186	1	0	
ENSDARG00000068140	ENSDART00000098350	73	58	
ENSDARG00000055831	ENSDART00000078235	2	0	
ENSDARG00000055831	ENSDART00000139940	6	2	
ENSDARG00000055833	ENSDART00000138871	2	0	
ENSDARG00000055833	ENSDART00000110066	3	1	
ENSDARG00000055835	ENSDART00000078228	29	7	
ENSDARG00000055835	ENSDART00000045602	18	15	
ENSDARG00000055835	ENSDART00000141215	22	8	
ENSDARG00000055835	ENSDART00000113763	11	9	
ENSDARG00000055835	ENSDART00000138882	2	2	
ENSDARG00000060435	ENSDART00000143429	10	10	
ENSDARG00000060435	ENSDART00000085143	57	46	
ENSDARG00000060434	ENSDART00000114399	2	0	
ENSDARG00000060434	ENSDART00000085142	12	6	
ENSDARG00000060430	ENSDART00000139980	4	7	
ENSDARG00000027403	ENSDART00000037474	2	7	
ENSDARG00000057099	ENSDART00000123274	82	55	
ENSDARG00000057099	ENSDART00000024984	4	9	
ENSDARG00000057098	ENSDART00000135342	7	16	
ENSDARG00000057093	ENSDART00000058729	5	3	
ENSDARG00000057093	ENSDART00000135443	33	49	
ENSDARG00000053574	ENSDART00000125089	60	54	
ENSDARG00000053574	ENSDART00000075601	0	1	
ENSDARG00000053574	ENSDART00000128777	11	11	
ENSDARG00000053575	ENSDART00000141349	8	3	
ENSDARG00000053575	ENSDART00000075620	2	0	
ENSDARG00000053575	ENSDART00000123288	16	1	
ENSDARG00000053575	ENSDART00000129344	2	1	
ENSDARG00000053571	ENSDART00000075619	3	0	
ENSDARG00000020187	ENSDART00000004656	11	13	
ENSDARG00000020187	ENSDART00000146569	12	11	
ENSDARG00000020187	ENSDART00000135956	6	2	
ENSDARG00000095905	ENSDART00000149535	4	6	
ENSDARG00000095905	ENSDART00000148529	9	11	
ENSDARG00000095904	ENSDART00000140794	3	2	
ENSDARG00000095904	ENSDART00000137029	64	29	
ENSDARG00000095907	ENSDART00000149652	47	21	
ENSDARG00000095907	ENSDART00000148832	31	38	
ENSDARG00000025299	ENSDART00000040500	0	1	
ENSDARG00000021584	ENSDART00000098639	8	7	
ENSDARG00000021589	ENSDART00000143644	1	2	
ENSDARG00000036645	ENSDART00000053222	89	70	
ENSDARG00000036645	ENSDART00000148759	2	0	
ENSDARG00000063169	ENSDART00000092071	9	32	
ENSDARG00000063169	ENSDART00000114876	0	2	
ENSDARG00000063162	ENSDART00000148855	8	5	
ENSDARG00000076224	ENSDART00000138813	8	7	
ENSDARG00000076224	ENSDART00000142242	1	1	
ENSDARG00000076224	ENSDART00000136529	7	6	
ENSDARG00000076224	ENSDART00000111270	12	12	
ENSDARG00000076229	ENSDART00000153456	5	5	
ENSDARG00000076229	ENSDART00000152935	19	12	
ENSDARG00000076228	ENSDART00000139578	4	2	
ENSDARG00000076228	ENSDART00000109849	3	27	
ENSDARG00000067848	ENSDART00000137432	2	4	
ENSDARG00000067848	ENSDART00000140440	30	24	
ENSDARG00000067848	ENSDART00000141688	5	0	
ENSDARG00000067848	ENSDART00000132433	1	1	
ENSDARG00000067841	ENSDART00000097737	16	18	
ENSDARG00000067841	ENSDART00000123266	79	50	
ENSDARG00000003829	ENSDART00000136217	7	9	
ENSDARG00000003829	ENSDART00000021360	1	0	
ENSDARG00000056875	ENSDART00000079448	24	19	
ENSDARG00000056875	ENSDART00000150509	5	2	
ENSDARG00000056876	ENSDART00000146379	31	24	
ENSDARG00000056876	ENSDART00000079428	1	1	
ENSDARG00000003820	ENSDART00000128167	30	36	
ENSDARG00000003820	ENSDART00000148588	4	3	
ENSDARG00000003822	ENSDART00000131541	4	4	
ENSDARG00000003822	ENSDART00000147424	2	5	
ENSDARG00000003822	ENSDART00000037600	3	0	
ENSDARG00000003827	ENSDART00000003888	50	68	
ENSDARG00000003827	ENSDART00000135467	2	1	
ENSDARG00000003827	ENSDART00000134318	3	0	
ENSDARG00000003797	ENSDART00000148361	44	48	
ENSDARG00000003797	ENSDART00000153448	11	8	
ENSDARG00000003797	ENSDART00000153184	1	2	
ENSDARG00000086142	ENSDART00000126361	26	29	
ENSDARG00000086142	ENSDART00000152532	14	25	
ENSDARG00000038557	ENSDART00000131342	45	31	
ENSDARG00000038556	ENSDART00000141414	5	2	
ENSDARG00000038551	ENSDART00000130624	3	0	
ENSDARG00000030722	ENSDART00000042413	23	15	
ENSDARG00000030722	ENSDART00000148685	17	20	
ENSDARG00000030723	ENSDART00000105784	42	52	
ENSDARG00000027182	ENSDART00000138451	0	1	
ENSDARG00000027182	ENSDART00000039466	85	45	
ENSDARG00000027182	ENSDART00000136292	2	0	
ENSDARG00000027183	ENSDART00000129817	46	63	
ENSDARG00000027187	ENSDART00000143539	17	15	
ENSDARG00000007231	ENSDART00000132097	8	10	
ENSDARG00000007231	ENSDART00000128985	18	25	
ENSDARG00000031455	ENSDART00000133663	1	1	
ENSDARG00000031455	ENSDART00000102724	45	32	
ENSDARG00000037487	ENSDART00000131206	6	3	
ENSDARG00000037487	ENSDART00000054581	33	60	
ENSDARG00000033965	ENSDART00000144336	1	0	
ENSDARG00000033965	ENSDART00000122997	1	0	
ENSDARG00000033965	ENSDART00000135757	2	6	
ENSDARG00000033965	ENSDART00000019350	2	0	
ENSDARG00000033965	ENSDART00000126395	35	18	
ENSDARG00000006545	ENSDART00000048921	80	77	
ENSDARG00000006545	ENSDART00000147342	9	16	
ENSDARG00000006546	ENSDART00000134370	2	1	
ENSDARG00000035601	ENSDART00000051611	2	6	
ENSDARG00000035602	ENSDART00000139675	17	17	
ENSDARG00000035606	ENSDART00000051616	4	0	
ENSDARG00000035606	ENSDART00000137703	7	3	
ENSDARG00000035607	ENSDART00000145210	26	26	
ENSDARG00000035607	ENSDART00000090521	0	1	
ENSDARG00000075226	ENSDART00000110384	8	6	
ENSDARG00000075225	ENSDART00000110560	71	60	
ENSDARG00000075225	ENSDART00000146088	15	5	
ENSDARG00000052468	ENSDART00000074317	48	69	
ENSDARG00000052468	ENSDART00000136481	3	6	
ENSDARG00000089260	ENSDART00000151132	9	1	
ENSDARG00000089260	ENSDART00000127028	0	1	
ENSDARG00000089260	ENSDART00000150994	1	0	
ENSDARG00000089260	ENSDART00000151770	13	15	
ENSDARG00000005891	ENSDART00000150529	1	0	
ENSDARG00000005891	ENSDART00000014153	42	55	
ENSDARG00000005377	ENSDART00000065499	5	2	
ENSDARG00000003077	ENSDART00000152850	13	18	
ENSDARG00000003077	ENSDART00000153047	6	10	
ENSDARG00000089880	ENSDART00000147743	31	38	
ENSDARG00000089880	ENSDART00000145582	3	13	
ENSDARG00000093500	ENSDART00000131542	25	22	
ENSDARG00000093500	ENSDART00000150329	32	27	
ENSDARG00000088130	ENSDART00000052803	71	67	
ENSDARG00000032373	ENSDART00000047515	102	113	
ENSDARG00000032372	ENSDART00000042420	15	7	
ENSDARG00000032372	ENSDART00000130660	14	13	
ENSDARG00000060372	ENSDART00000147998	215	221	
ENSDARG00000060374	ENSDART00000085684	1	2	
ENSDARG00000071213	ENSDART00000151061	3	2	
ENSDARG00000071213	ENSDART00000151483	10	4	
ENSDARG00000071213	ENSDART00000151358	10	2	
ENSDARG00000091688	ENSDART00000151153	19	13	
ENSDARG00000091688	ENSDART00000122542	4	17	
ENSDARG00000071215	ENSDART00000062740	1	1	
ENSDARG00000002670	ENSDART00000051527	29	23	
ENSDARG00000002670	ENSDART00000018683	0	2	
ENSDARG00000008329	ENSDART00000004588	9	11	
ENSDARG00000008329	ENSDART00000105541	107	95	
ENSDARG00000004851	ENSDART00000124487	6	1	
ENSDARG00000004851	ENSDART00000051414	15	13	
ENSDARG00000010572	ENSDART00000134289	9	11	
ENSDARG00000010572	ENSDART00000027214	50	39	
ENSDARG00000010572	ENSDART00000140033	1	0	
ENSDARG00000014402	ENSDART00000027320	5	1	
ENSDARG00000014402	ENSDART00000125164	7	5	
ENSDARG00000087373	ENSDART00000149818	3	6	
ENSDARG00000087373	ENSDART00000123150	117	69	
ENSDARG00000087373	ENSDART00000150026	3	3	
ENSDARG00000074894	ENSDART00000114326	51	50	
ENSDARG00000074894	ENSDART00000133517	11	6	
ENSDARG00000002877	ENSDART00000132132	31	46	
ENSDARG00000002877	ENSDART00000153003	2	1	
ENSDARG00000045123	ENSDART00000152800	21	15	
ENSDARG00000045123	ENSDART00000152689	1	2	
ENSDARG00000033134	ENSDART00000067397	28	25	
ENSDARG00000086422	ENSDART00000152714	6	12	
ENSDARG00000086425	ENSDART00000136522	1	1	
ENSDARG00000086425	ENSDART00000141696	8	7	
ENSDARG00000086425	ENSDART00000081288	0	1	
ENSDARG00000086425	ENSDART00000126154	2	1	
ENSDARG00000059035	ENSDART00000149703	71	56	
ENSDARG00000059035	ENSDART00000010190	2	0	
ENSDARG00000059035	ENSDART00000082031	27	28	
ENSDARG00000059036	ENSDART00000037385	20	16	
ENSDARG00000078159	ENSDART00000106499	41	43	
ENSDARG00000078159	ENSDART00000146337	3	0	
ENSDARG00000078155	ENSDART00000114800	12	22	
ENSDARG00000078155	ENSDART00000132659	6	30	
ENSDARG00000078152	ENSDART00000147822	16	16	
ENSDARG00000078151	ENSDART00000134340	91	73	
ENSDARG00000078151	ENSDART00000114472	107	82	
ENSDARG00000061459	ENSDART00000146183	6	4	
ENSDARG00000061459	ENSDART00000087670	4	1	
ENSDARG00000061459	ENSDART00000141077	3	0	
ENSDARG00000061459	ENSDART00000146630	16	0	
ENSDARG00000030441	ENSDART00000040409	40	23	
ENSDARG00000030441	ENSDART00000141946	13	16	
ENSDARG00000030440	ENSDART00000141134	5	7	
ENSDARG00000030440	ENSDART00000043345	7	7	
ENSDARG00000030440	ENSDART00000140371	25	21	
ENSDARG00000030448	ENSDART00000029801	6	0	
ENSDARG00000040871	ENSDART00000059907	2	4	
ENSDARG00000040874	ENSDART00000141247	6	5	
ENSDARG00000040874	ENSDART00000049075	15	2	
ENSDARG00000040874	ENSDART00000134834	31	21	
ENSDARG00000040874	ENSDART00000040538	2	4	
ENSDARG00000040874	ENSDART00000142857	2	0	
ENSDARG00000034358	ENSDART00000012113	1	0	
ENSDARG00000074638	ENSDART00000109492	11	2	
ENSDARG00000074638	ENSDART00000140793	370	185	
ENSDARG00000074634	ENSDART00000148911	2	2	
ENSDARG00000074634	ENSDART00000148974	7	2	
ENSDARG00000074635	ENSDART00000142465	478	452	
ENSDARG00000074635	ENSDART00000139378	13	15	
ENSDARG00000079202	ENSDART00000143203	17	25	
ENSDARG00000014986	ENSDART00000127520	25	21	
ENSDARG00000014986	ENSDART00000140138	4	10	
ENSDARG00000059866	ENSDART00000083710	143	109	
ENSDARG00000016116	ENSDART00000006698	100	99	
ENSDARG00000016116	ENSDART00000134114	0	1	
ENSDARG00000094697	ENSDART00000133287	10	4	
ENSDARG00000094697	ENSDART00000138362	2	3	
ENSDARG00000020345	ENSDART00000151086	8	9	
ENSDARG00000020345	ENSDART00000151378	21	24	
ENSDARG00000020345	ENSDART00000076668	1	0	
ENSDARG00000020345	ENSDART00000102499	1	0	
ENSDARG00000020345	ENSDART00000136873	13	20	
ENSDARG00000020345	ENSDART00000138735	6	5	
ENSDARG00000020345	ENSDART00000133711	1	0	
ENSDARG00000020345	ENSDART00000151023	10	7	
ENSDARG00000094524	ENSDART00000147880	8	3	
ENSDARG00000094524	ENSDART00000152812	11	10	
ENSDARG00000094526	ENSDART00000147300	12	10	
ENSDARG00000094526	ENSDART00000125291	79	113	
ENSDARG00000094520	ENSDART00000144429	92	78	
ENSDARG00000094523	ENSDART00000135557	43	28	
ENSDARG00000094523	ENSDART00000135306	3	8	
ENSDARG00000013063	ENSDART00000141226	1	3	
ENSDARG00000013063	ENSDART00000013434	73	67	
ENSDARG00000013063	ENSDART00000137302	4	9	
ENSDARG00000013063	ENSDART00000142519	22	21	
ENSDARG00000009510	ENSDART00000006726	0	3	
ENSDARG00000089747	ENSDART00000153010	15	30	
ENSDARG00000012914	ENSDART00000133708	31	24	
ENSDARG00000012914	ENSDART00000152031	106	62	
ENSDARG00000012914	ENSDART00000057216	287	356	
ENSDARG00000078636	ENSDART00000133173	3	2	
ENSDARG00000021913	ENSDART00000004292	1	1	
ENSDARG00000021913	ENSDART00000135845	31	31	
ENSDARG00000078989	ENSDART00000145212	0	1	
ENSDARG00000078989	ENSDART00000141672	10	6	
ENSDARG00000078989	ENSDART00000110843	131	154	
ENSDARG00000078981	ENSDART00000136161	6	6	
ENSDARG00000078981	ENSDART00000115293	143	117	
ENSDARG00000078981	ENSDART00000137779	8	4	
ENSDARG00000078983	ENSDART00000135116	3	2	
ENSDARG00000078983	ENSDART00000139526	8	10	
ENSDARG00000078983	ENSDART00000110229	133	110	
ENSDARG00000022129	ENSDART00000135207	2	0	
ENSDARG00000022129	ENSDART00000146801	6	6	
ENSDARG00000079671	ENSDART00000144624	4	3	
ENSDARG00000079671	ENSDART00000112131	73	68	
ENSDARG00000058028	ENSDART00000041088	0	3	
ENSDARG00000058028	ENSDART00000130391	0	1	
ENSDARG00000058020	ENSDART00000137678	16	24	
ENSDARG00000058023	ENSDART00000135603	101	35	
ENSDARG00000058022	ENSDART00000134550	2	1	
ENSDARG00000079589	ENSDART00000112797	16	18	
ENSDARG00000079589	ENSDART00000143700	35	33	
ENSDARG00000079588	ENSDART00000110991	85	54	
ENSDARG00000079588	ENSDART00000138027	8	4	
ENSDARG00000079583	ENSDART00000134674	24	43	
ENSDARG00000079583	ENSDART00000140118	26	22	
ENSDARG00000079583	ENSDART00000113445	24	27	
ENSDARG00000079586	ENSDART00000114750	66	27	
ENSDARG00000079586	ENSDART00000148259	4	4	
ENSDARG00000027710	ENSDART00000149713	29	26	
ENSDARG00000022251	ENSDART00000126085	2	2	
ENSDARG00000022251	ENSDART00000034068	193	212	
ENSDARG00000011334	ENSDART00000122192	7	11	
ENSDARG00000011334	ENSDART00000151372	75	45	
ENSDARG00000011334	ENSDART00000016128	5	1	
ENSDARG00000096780	ENSDART00000153450	2	0	
ENSDARG00000096780	ENSDART00000153120	1	2	
ENSDARG00000019658	ENSDART00000049323	12	40	
ENSDARG00000019658	ENSDART00000141032	33	41	
ENSDARG00000019651	ENSDART00000147405	7	5	
ENSDARG00000059773	ENSDART00000083442	78	118	
ENSDARG00000059773	ENSDART00000148107	55	40	
ENSDARG00000059770	ENSDART00000145375	39	17	
ENSDARG00000059770	ENSDART00000083431	2	9	
ENSDARG00000059770	ENSDART00000148744	11	3	
ENSDARG00000056797	ENSDART00000017679	30	21	
ENSDARG00000056797	ENSDART00000075749	108	83	
ENSDARG00000053318	ENSDART00000132346	8	3	
ENSDARG00000041869	ENSDART00000061351	88	110	
ENSDARG00000041869	ENSDART00000143880	1	3	
ENSDARG00000069774	ENSDART00000101789	77	55	
ENSDARG00000041864	ENSDART00000149950	0	1	
ENSDARG00000041864	ENSDART00000148667	0	1	
ENSDARG00000041864	ENSDART00000103468	15	12	
ENSDARG00000041864	ENSDART00000148446	13	8	
ENSDARG00000090785	ENSDART00000040305	35	23	
ENSDARG00000090785	ENSDART00000139900	32	29	
ENSDARG00000090787	ENSDART00000123961	1	4	
ENSDARG00000090787	ENSDART00000132543	21	16	
ENSDARG00000090783	ENSDART00000150658	6	3	
